,mol_1,target_H_298,target_S_298,target_Cp_300,target_Cp_400,target_Cp_500,target_Cp_600,target_Cp_800,target_Cp_1000,target_Cp_1500,feature_opt,feature_symm,feature_entropy
314,[H]C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-58.559264,377.68968,132.50728,166.43952,197.15008,223.50928,265.43296,296.93848,346.39336,1,9,2.197224577
315,[H]C([H])=C=C([H])C([H])=C(C([H])([H])[H])C([H])([H])[H],186.535272,373.12912,140.54056,175.35144,204.97416,229.15768,265.97688,292.96368,335.18024,1,9,2.197224577
316,[H]C#CC(C#C[H])=C([H])C([H])([H])[H],500.527736,358.06672,125.56184,150.49848,170.66536,187.15032,212.67272,231.54256,261.16528,1,3,1.098612289
317,[H]C#CC#C[H],462.754584,247.60912,71.83928,82.71768,90.08152,95.56256,103.93056,110.29024,120.83392,1,2,0.693147181
318,[H]C([H])([H])C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-209.8276,393.63072,171.58584,218.4048,258.5712,291.91768,344.134,383.33808,445.26128,1,243,5.493061443
319,[H]/C(=C(\C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-62.776736,371.99944,129.24376,162.5484,193.46816,220.24576,263.08992,295.22304,345.51472,1,27,3.295836866
320,[H]C(=C=C(C([H])([H])[H])C([H])([H])[H])C([H])=C([H])[H],187.744448,372.96176,140.7916,174.93304,204.43024,228.8648,266.3116,293.63312,335.89152,1,9,2.197224577
321,[H]C#CC(C#C[H])(C#C[H])C([H])([H])C([H])([H])[H],676.435648,406.01536,170.03776,205.14152,232.29568,253.80144,286.01824,309.49048,346.18416,1,9,2.197224577
322,[H]C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],85.679952,384.04936,155.4356,193.00792,225.05736,251.54208,292.6708,323.29768,371.62288,1,27,3.295836866
323,[H]C#CC([H])([H])C#C[H],457.085264,298.7376,89.1192,106.44096,119.91344,130.66632,147.15128,159.49408,179.15888,1,2,0.693147181
324,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-137.323064,296.72928,98.03112,124.2648,147.94624,168.23864,200.66464,225.26656,264.4288,1,81,4.394449155
325,[H]C#CC(C#C[H])(C#C[H])C#CC([H])([H])[H],973.248608,426.3496,174.4728,205.89464,229.61792,248.36224,276.85528,297.9008,330.9544,1,9,2.197224577
326,[H]C([H])([H])C#CC([H])([H])[H],145.24756,283.29864,77.94792,94.09816,109.53712,123.30248,145.89608,163.21784,190.53936,1,18,2.890371758
327,[H]C([H])=C=C([H])/C([H])=C(\C([H])([H])[H])C([H])([H])C([H])([H])[H],167.845344,414.96912,161.25136,202.46376,237.6512,266.5208,310.78752,343.33904,394.1328,1,9,2.197224577
328,[H]C#CC(C#C[H])=C([H])[H],539.284128,316.97984,103.63768,124.18112,139.49456,151.33528,169.07544,182.04584,202.63112,1,2,0.693147181
329,[H]C#CC([H])([H])[H],185.451616,247.44176,60.33328,71.88112,81.92272,90.45808,104.34896,115.06,132.46544,1,3,1.098612289
330,[H]C#C[H],229.776912,200.12072,43.22072,49.49672,53.93176,57.3208,62.5508,66.81848,74.43336,1,2,0.693147181
