,mol_1,target_H_298,target_S_298,target_Cp_300,target_Cp_400,target_Cp_500,target_Cp_600,target_Cp_800,target_Cp_1000,target_Cp_1500,feature_opt,feature_symm,feature_entropy
5,[C]#CC#CC#C,1012.252358,311.16408,95.14416,106.52464,114.76712,121.25232,131.12656,138.15568,148.532,1,1,0
4,[C]#CC#C,795.763382,265.60032,63.93152,70.9188,76.06512,80.20728,86.52512,91.16936,98.19848,1,1,0
242,C#C[C](C#CC)C#CC,706.33695,434.25736,155.854,184.68176,209.15816,229.78528,262.25312,286.31112,323.38136,1,18,2.890371758
416,CC#C[C](C#CC)C#CC,660.645526,479.02616,173.13392,206.64776,236.6052,262.46232,303.7584,334.42712,381.41344,1,162,5.087596335
6,[C]#CC=C,620.433802,283.54968,66.56744,79.03576,89.78864,98.7424,112.42408,122.29832,137.27704,1,1,0
10,[CH]=C/C=C/C#C,590.22671,330.41048,109.6208,134.3064,153.05072,167.31816,187.73608,201.96168,223.50928,1,1,0
13,[CH]=C/C=C\C#C,588.272782,328.06744,106.73384,132.08888,151.62816,166.64872,187.98712,202.58928,224.13688,1,1,0
1,[C]#C/C=C/C,576.26117,322.25168,88.99368,105.89704,121.50336,134.97584,156.23056,171.87872,195.89488,1,3,1.098612289
2,[C]#C/C=C\C,574.382554,320.45256,87.864,105.35312,121.21048,134.76664,156.14688,171.83688,195.8112,1,3,1.098612289
260,C#C[CH]C#C,568.465438,302.0848,89.87232,104.85104,115.6876,124.0556,136.6076,145.89608,160.79112,1,2,0.693147181
270,C#CC#C[CH2],560.013758,300.66224,90.62544,104.43264,114.8508,123.13512,136.02184,145.6032,160.8748,1,1,0
12,[CH]=C/C=C/C=C=C,550.893214,357.5228,132.38176,165.85376,191.8364,211.58488,239.49216,258.52936,286.56216,1,1,0
16,[CH]=CC#C,540.515218,282.0016,72.04848,85.31176,95.31152,103.1356,114.89264,123.6372,137.56992,1,1,0
17,[CH]=CC#C,540.427354,282.88024,71.5464,84.80968,94.89312,102.80088,114.6416,123.428,137.40256,1,1,0
246,C#C[C](C)C#C,531.171302,341.07968,109.07688,129.66216,145.97976,159.28488,179.78648,195.01624,219.0324,1,6,1.791759469
3,[C]#CC,528.993134,259.91008,51.96528,60.8772,69.28704,76.60904,88.2824,96.98512,110.41576,1,3,1.098612289
24,[CH]=CCC#C,524.823074,323.4232,94.22368,113.1772,128.49064,140.87528,159.91248,174.09624,196.4388,1,1,0
261,C#C[CH]C#CC,522.359798,351.99992,107.06856,126.7752,143.13464,156.73264,178.11288,194.01208,218.78136,1,3,1.098612289
23,[CH]=CCC#C,522.16205,325.26416,92.84296,112.1312,127.69568,140.24768,159.49408,173.76152,196.27144,1,1,0
7,[C]#CCC,511.275934,304.5952,72.71792,88.11504,102.13144,114.18136,133.2604,147.40232,169.32648,1,3,1.098612289
241,C#C[C](C#C)CC,508.939566,382.4176,131.04288,158.11336,180.1212,198.07056,225.7268,246.18656,278.31968,1,6,1.791759469
262,C#C[CH]C#CCC,502.743062,395.26248,128.4488,154.89168,176.9832,195.26728,223.76032,244.93136,277.94312,1,1,0
21,[CH]=CC=C=C,496.663002,308.73736,93.9308,116.81728,134.59928,148.1136,167.10896,180.16304,200.12072,1,1,0
19,[CH]=CC#CC,496.279826,323.96712,89.78864,107.69616,123.09328,136.06368,156.52344,171.79504,195.602,1,3,1.098612289
18,[CH]=CC#CC,496.07481,325.18048,89.20288,107.1104,122.63304,135.68712,156.2724,171.58584,195.43464,1,3,1.098612289
255,C#C[C]=C,492.536394,289.78384,78.53368,89.1192,97.61272,104.6,115.72944,124.22296,137.94648,1,1,0
247,C#C[C](C)C#CC,485.843886,389.07016,126.31496,151.58632,173.4268,191.96192,221.29176,243.13224,277.06448,1,9,2.197224577
421,CC#C[CH]C#CC,477.743662,393.63072,124.01376,148.532,170.45616,189.326,219.49264,242.0444,276.81344,1,18,2.890371758
226,C#C/C=C/C(=C)CC[CH2],472.68335,458.18984,180.70696,221.91936,255.39136,282.42,323.54872,353.58984,400.32512,1,2,0.693147181
227,C#C/C=C/C=C/CC[CH2],471.61643,462.83408,175.76984,217.94456,253.71776,282.54552,325.22232,355.47264,401.41296,1,2,0.693147181
8,[C]#CCCCC,467.456798,373.29648,124.0556,151.96288,176.73216,197.73584,230.62208,255.0148,292.83816,1,3,1.098612289
157,[CH2]CCC(=C)C#CC=C,466.348774,477.85464,174.01256,212.46352,245.6008,273.17336,315.93384,347.4812,396.6432,1,2,0.693147181
243,C#C[C](C#CC)CC,463.624702,427.85584,147.98808,179.87016,207.48456,230.7476,267.23208,294.3444,336.3936,1,9,2.197224577
422,CC#C[CH]C#CCC,457.75455,438.19032,144.9756,176.43928,204.22104,227.8188,265.22376,293.04736,336.01704,1,9,2.197224577
326,C=[C]C#CC,446.472594,332.37696,93.7216,109.74632,124.13928,136.64944,156.9,172.1716,195.97856,1,3,1.098612289
418,CC#C[C](C)C#CC,441.997606,429.906,143.26016,173.30128,200.70648,224.55528,262.71336,291.2064,335.09656,1,54,3.988984047
232,C#C[C@@H]([CH2])CC=C,434.201714,403.79784,144.93376,175.81168,201.41776,222.25408,254.26168,277.98496,315.59912,2,2,0
240,C#C[C@H](C=C)C[CH2],430.649498,405.2204,141.33552,173.09208,199.3676,220.74784,253.38304,277.52472,315.4736,2,2,0
390,C=CC#C[CH]CCC=C,419.324798,480.03032,171.58584,211.25016,245.81,274.42856,318.02584,349.65688,398.14944,1,1,0
14,[CH]=C/C=C\C=C,417.014234,332.46064,115.31104,146.56552,171.79504,191.12512,217.65168,235.22448,261.45816,1,1,0
419,CC#C[C]=CC,415.80173,375.43032,113.00984,134.47376,154.34776,171.79504,200.03704,221.29176,254.21984,1,9,2.197224577
253,C#C[C](C=C)C=C,415.224582,357.06256,136.1892,166.77424,190.45568,209.11632,237.14912,257.316,287.56632,1,2,0.693147181
271,C#CC(=C)CC[CH2],415.101754,400.11592,141.75392,173.09208,198.9492,220.0784,252.67176,276.85528,315.13888,1,2,0.693147181
225,C#C/C=C/[CH]C=C,414.596982,362.45992,129.16008,160.62376,186.02064,206.062,235.47552,256.27,287.52448,1,1,0
230,C#C/C=C\CC[CH2],412.721058,403.88152,136.10552,168.57336,195.64384,217.73536,251.4584,276.22768,315.01336,1,2,0.693147181
237,C#C[C@H]([CH2])CCC=C,412.237754,442.70904,165.56088,203.46792,235.22448,261.0816,300.66224,329.86656,375.59768,2,2,0
11,[CH]=C/C=C/C=C,410.897226,335.05472,115.10184,146.94208,172.67368,192.2548,219.28344,237.2328,263.42464,1,1,0
234,C#C[C@@H](C=C)CC[CH2],407.543306,437.4372,172.08792,210.28784,240.74736,265.30744,303.08896,331.28912,376.09976,2,2,0
257,C#C[CH]/C=C/CCC=C,406.643094,453.88032,175.89536,214.68104,248.27856,276.26952,319.53208,351.2468,400.53432,1,1,0
239,C#C[C@H](C[CH2])CC=C,405.99941,435.59624,169.49384,207.35904,238.6972,264.13592,302.9216,331.49832,376.43448,2,2,0
228,C#C/C=C/CCC[CH2],395.493386,440.49152,162.29736,199.11656,230.66392,256.85576,297.44056,327.48168,374.42616,1,2,0.693147181
272,C#CC(=C)CCC[CH2],393.254946,443.42032,163.92912,201.54328,232.96512,258.7804,298.65392,328.19296,374.63536,1,2,0.693147181
252,C#C[C](C=C)/C=C\C,393.097446,397.31264,153.30176,190.62304,220.4968,244.3456,280.20248,305.8504,344.42688,1,3,1.098612289
238,C#C[C@H]([CH2])CCCC=C,391.323978,488.39832,192.00376,234.17848,270.24456,300.16016,346.51888,380.91136,434.84312,2,2,0
64,[CH2]C#CC=C,389.022986,318.23504,94.64208,114.13952,130.20608,143.13464,162.46472,176.39744,197.98688,1,1,0
222,C#C/C(C)=C/CCC[CH2],388.336602,476.85048,184.3052,227.1912,264.38696,295.34856,343.38088,378.81936,433.96448,1,6,1.791759469
235,C#C[C@@H](C=C)CCC[CH2],386.700658,479.36088,190.70672,233.76008,270.24456,300.32752,346.8536,381.28792,435.17784,2,2,0
233,C#C[C@@H](C[CH2])CCC=C,383.49153,483.00096,190.83224,234.01112,270.74664,300.99696,347.56488,381.91552,435.63808,2,2,0
236,C#C[C@@H](CC=C)CC[CH2],383.420402,473.87984,194.80704,237.10728,272.96416,302.58688,348.40168,382.33392,435.63808,2,2,0
251,C#C[C](C=C)/C=C/C,380.742094,402.0824,158.7828,193.88656,222.46328,245.72632,281.33216,307.27296,346.35152,1,3,1.098612289
266,C#C[CH]CCC=C,378.98965,410.6596,137.94648,168.36416,194.59784,216.43832,250.28688,275.3072,314.4276,1,1,0
263,C#C[CH]C=C,377.839154,310.99672,92.6756,113.05168,129.4948,142.6744,162.59024,177.10872,199.91152,1,1,0
274,C#CC[CH2],376.789622,303.84208,81.1696,97.23616,110.54128,121.5452,138.74144,151.79552,172.84104,1,2,0.693147181
224,C#C/C=C(\C)CC[CH2],375.234458,437.73008,160.41456,196.4388,227.69328,253.88512,294.80464,325.22232,373.0036,1,6,1.791759469
229,C#C/C=C/CCCC[CH2],375.232314,484.25616,187.94528,229.36688,265.684,296.18536,343.79928,379.0704,434.13184,1,2,0.693147181
388,C=C=C/C=C/[CH]C=C,374.627518,387.35472,152.42312,191.08328,222.798,248.1112,285.64168,312.16824,351.37232,1,1,0
231,C#C/C=C\CCCC[CH2],373.793018,484.0888,185.93696,228.73928,265.85136,296.77112,344.5524,379.73984,434.55024,1,2,0.693147181
348,C=C[C](C#CC)C=C,370.390878,400.45064,153.88752,189.07496,218.15376,242.00256,278.69624,305.432,345.55656,1,6,1.791759469
273,C#CC(=C)CCCC[CH2],369.512786,481.82944,189.82808,232.04464,268.1944,298.27736,345.09632,379.86536,434.38288,1,2,0.693147181
223,C#C/C(C)=C\CCC[CH2],365.094482,479.82112,180.87432,224.0532,261.79288,293.34024,342.20936,378.14992,433.79712,1,6,1.791759469
267,C#C[CH]CCCC=C,357.586346,454.1732,161.41872,197.86136,229.53424,255.89344,296.81296,327.06328,374.21696,1,1,0
20,[CH]=CC=C,355.99339,285.64168,77.94792,98.70056,115.22736,127.8212,145.51952,157.7368,176.48112,1,1,0
26,[CH]=CCC=C,352.874166,337.10488,101.8804,122.96776,141.87944,157.946,183.2592,202.21272,232.0028,1,1,0
25,[CH]=CCC=C,351.618966,338.40192,100.95992,122.34016,141.50288,157.69496,183.13368,202.0872,231.91912,1,1,0
275,C#CCC[CH2],351.603982,341.37256,101.75488,124.97608,144.38984,160.28904,184.84912,203.21688,232.33752,1,2,0.693147181
269,C#C[CH2],348.118814,254.26168,62.67632,72.25768,79.66336,85.60464,94.9768,102.21512,114.34872,1,2,0.693147181
258,C#C[CH]/C=C\C,346.616002,348.15064,111.41992,137.2352,159.24304,177.44344,205.51808,226.1452,258.23648,1,3,1.098612289
152,[CH2]CC=C=C,345.631662,343.96664,100.2068,122.42384,141.71208,157.86232,183.13368,202.0872,231.91912,1,2,0.693147181
256,C#C[CH]/C=C/C,343.52821,349.28032,114.80896,139.5364,160.83296,178.6568,206.31304,226.7728,258.5712,1,3,1.098612289
248,C#C[C](C)C=C,342.222802,347.0628,112.7588,138.57408,160.33088,178.28024,205.97832,226.39624,258.23648,1,3,1.098612289
249,C#C[C](C)CCC=C,339.72485,448.27376,158.40624,193.97024,225.47576,252.086,293.84232,324.80392,373.04544,1,3,1.098612289
268,C#C[CH]CCCCC=C,336.14957,483.08464,186.43904,227.77696,264.30328,295.05568,343.04616,378.56832,433.8808,1,1,0
369,C=C[CH]C#CC,333.804594,353.79904,109.74632,134.89216,156.85816,175.3096,204.05368,225.22472,257.98544,1,3,1.098612289
28,[CH]=CCCC=C,330.102694,379.78168,122.75856,150.87504,175.728,196.60616,229.2832,253.50856,291.49928,1,1,0
276,C#CCCC[CH2],328.64423,381.83184,123.72088,153.5528,178.74048,199.40944,231.24968,254.88928,292.08504,1,2,0.693147181
27,[CH]=CCCC=C,328.34123,380.24192,123.80456,151.41896,176.02088,196.81536,229.2832,253.50856,291.4156,1,1,0
92,[CH2]C/C=C/C=C\C=C,322.196322,418.52552,156.18872,199.49312,237.6512,268.15256,310.8712,339.07136,380.744,1,2,0.693147181
188,[CH2]CCC=C=C,322.165646,383.00336,121.46152,150.66584,175.9372,196.94088,229.53424,253.71776,291.58296,1,2,0.693147181
96,[CH2]C/C=C\C=C\C=C,321.485042,422.45848,156.52344,198.9492,236.22864,266.47896,310.32728,339.86632,382.54312,1,2,0.693147181
254,C#C[C](C=C)CC,321.304842,383.92384,134.7248,167.73656,195.602,218.44664,253.46672,279.03096,318.6116,1,3,1.098612289
250,C#C[C](C)CCCC=C,318.175106,494.00488,181.20904,223.09088,260.11928,291.4156,340.41024,376.64368,432.87664,1,3,1.098612289
91,[CH2]C/C=C/C=C/C=C,316.342906,420.24096,158.69912,201.50144,238.40432,267.776,309.86704,338.6948,381.49712,1,2,0.693147181
259,C#C[CH]C,316.033758,300.8296,79.32864,94.89312,108.24008,119.53688,137.4444,151.00056,172.54816,1,3,1.098612289
31,[CH2][C@@H](/C=C/C=C)CC=C,312.985194,465.34448,192.84056,237.94408,276.10216,307.06376,353.25512,386.47608,437.89744,2,2,0
100,[CH2]C[C@@H](C=C)/C=C/C=C,312.838754,471.1184,186.89928,231.96096,271.29056,303.25632,350.78656,384.67696,436.93512,2,2,0
329,C=[C]CCC=C,312.387638,386.35056,121.67072,149.53616,174.43096,195.51832,228.61376,253.17384,291.49928,1,1,0
126,[CH2]CC(C)=C=C,311.262142,377.22944,125.89656,152.75784,176.43928,196.60616,228.61376,252.79728,290.95536,1,6,1.791759469
327,C=[C]C=C,309.48823,291.37376,78.53368,96.35752,111.12704,123.17696,141.75392,155.47744,177.06688,1,1,0
155,[CH2]CCC(=C)/C=C\C=C,308.479026,455.47024,184.38888,228.028,267.10656,300.28568,351.37232,387.52208,440.28232,1,2,0.693147181
30,[CH]=CCCCC=C,308.331198,418.86024,145.47768,179.95384,210.37152,235.93576,275.76744,305.26464,351.2468,1,1,0
29,[CH]=CCCCC=C,306.532078,422.83504,146.35632,180.45592,210.6644,236.10312,275.80928,305.26464,351.20496,1,1,0
63,[CH2]C#CC,304.322742,296.05984,79.03576,93.59608,106.65016,117.9888,136.27288,150.24744,172.3808,1,1,0
204,[CH2]CCCC=C=C,300.950622,422.75136,144.93376,179.78648,210.37152,235.93576,275.76744,305.2228,351.2468,1,2,0.693147181
351,C=C[C](C)C#CC,298.309578,388.19152,129.78768,160.37272,187.6524,210.91544,247.44176,274.4704,316.26856,1,9,2.197224577
264,C#C[CH]CC,295.642982,341.37256,100.91808,123.13512,142.21416,158.1552,183.21736,202.04536,231.7936,1,3,1.098612289
154,[CH2]CCC(=C)/C=C/C=C,293.680218,462.16464,186.69008,235.01528,275.34904,307.64952,355.30528,388.98648,440.28232,1,2,0.693147181
137,[CH2]CC/C=C/C=C/C=C,292.763922,455.30288,181.12536,230.62208,273.25704,307.3148,356.56048,390.53456,441.28648,1,2,0.693147181
330,C=[C]CCCC=C,290.607774,421.70536,142.84176,177.48528,208.23768,234.13664,274.55408,304.46968,350.95392,1,1,0
164,[CH2]CCC(C)=C=C,287.71663,417.5632,148.07176,180.37224,209.66024,234.7224,274.55408,304.386,351.0376,1,6,1.791759469
65,[CH2]C#CCC,284.54283,342.00016,100.29048,121.71256,140.5824,156.60712,182.08768,201.29224,231.62624,1,1,0
115,[CH2]C=C=CC,280.629038,334.3016,99.49552,122.13096,142.0468,158.82464,185.142,204.76496,235.39184,1,6,1.791759469
212,[CH2]CCCCC=C=C,280.329726,459.73792,170.498,209.99496,245.34976,275.26536,322.08432,356.81152,410.95248,1,2,0.693147181
245,C#C[C](C)C,278.47603,333.08824,100.6252,120.95944,139.41088,155.35192,181.04168,200.45544,231.04048,1,18,2.890371758
244,C#C[C](C)C,278.471846,333.00456,100.6252,120.95944,139.36904,155.35192,181.04168,200.45544,231.04048,1,18,2.890371758
374,C=C[CH]C/C=C\C=C,277.967258,411.53824,157.77864,198.19608,233.92744,262.9644,305.34832,334.97104,380.20008,1,1,0
389,C=C=C[CH]C,277.562166,332.628,100.16496,122.1728,142.00496,158.992,185.85328,205.89464,236.56336,1,3,1.098612289
265,C#C[CH]CCC,273.992822,378.40096,124.474,152.63232,177.06688,197.56848,229.7016,253.67592,291.45744,1,3,1.098612289
420,CC#C[CH]C,273.124694,343.42272,95.52072,116.106,135.18504,151.83736,178.69864,198.99104,230.62208,1,2,0.693147181
331,C=[C]CCCCC=C,270.279758,467.1436,170.9164,209.49288,244.47112,274.2612,321.16384,356.10024,410.53408,1,1,0
95,[CH2]C/C=C\C=C,268.455638,366.97864,120.79208,152.9252,180.70696,202.96584,235.35,258.1528,293.54944,1,2,0.693147181
97,[CH2]C/C=C\CC=C,265.528878,415.4712,144.59904,177.65264,207.61008,233.13248,273.2152,303.04712,349.7824,1,2,0.693147181
15,[CH]=CC,265.343498,271.3324,63.806,77.23664,89.3284,99.74656,116.44072,129.24376,149.578,1,3,1.098612289
423,CC#C[CH]C=C(C)C,264.492346,424.42496,152.25576,187.40136,219.61816,247.39992,291.58296,324.38552,375.0956,1,54,3.988984047
119,[CH2]CC(=C)C=C,263.832318,368.02464,124.59952,157.06736,183.42656,204.22104,235.1408,257.7344,293.46576,1,2,0.693147181
90,[CH2]C/C=C/C=C,263.21727,370.284,121.9636,153.42728,180.83248,203.00768,235.64288,258.73856,294.30256,1,2,0.693147181
66,[CH2]C#CCCC,261.84667,377.98256,122.08912,150.16376,174.76568,195.56016,228.27904,252.75544,291.16456,1,1,0
128,[CH2]CC(C=C)C=C,261.687966,416.18248,148.1136,182.08768,212.17064,237.35832,276.43688,305.39016,350.91208,1,2,0.693147181
35,[CH2][C@@H](C=C)CC=C,261.495502,415.0528,155.10088,189.28416,218.07008,242.00256,279.40752,307.44032,351.8744,2,2,0
93,[CH2]C/C=C/CC=C,261.00179,421.66352,148.02992,179.45176,208.61424,233.71824,273.50808,303.25632,349.94976,1,2,0.693147181
116,[CH2]C=C=CCC,259.234102,369.48904,121.29416,150.58216,176.1464,197.56848,231.04048,255.89344,294.72096,1,6,1.791759469
364,C=C[CH]/C=C\C=C,254.664522,365.84896,132.46544,171.41848,204.3884,230.49656,267.60864,292.50344,328.27664,1,1,0
120,[CH2]CC(=C)CC=C,254.24463,416.7264,154.22224,185.93696,214.30448,238.488,276.81344,305.59936,351.0376,1,2,0.693147181
358,C=C[C](C=C)C=C,253.714754,365.76528,136.73312,172.21344,201.83616,225.64312,260.53768,284.80488,320.9128,1,6,1.791759469
424,CC#C[CH]CC,252.570742,384.42592,117.02648,144.30616,169.11728,190.49752,224.55528,250.07768,289.86752,1,9,2.197224577
325,C=[C]C,249.515426,273.71728,63.1784,75.9396,87.90584,98.44952,115.60392,128.74168,149.49432,1,3,1.098612289
365,C=C[CH]/C=C\CC=C,249.055818,409.99016,154.01304,192.8824,227.23304,255.8516,299.65808,331.49832,380.5348,1,1,0
22,[CH]=CCC,244.684946,311.54064,85.31176,105.52048,123.34432,138.40672,162.3392,180.37224,208.90712,1,3,1.098612289
141,[CH2]CC/C=C\C=C,244.571222,404.63464,140.164,179.99568,214.8484,243.00672,283.75888,311.95904,354.76136,1,2,0.693147181
160,[CH2]CCC(=C)C=C,240.383038,408.27472,149.41064,187.0248,217.94456,242.92304,281.03928,309.15576,353.3388,1,2,0.693147181
136,[CH2]CC/C=C/C=C,239.797278,407.22872,144.47352,182.6316,215.76888,242.63016,282.42,310.662,354.13376,1,2,0.693147181
53,[CH2][C@H](C=C)CCC=C,239.636142,453.88032,182.08768,221.20808,254.42904,282.33632,326.26832,359.36376,411.74744,2,2,0
165,[CH2]CCC(C=C)C=C,239.125694,449.27792,174.80752,215.0576,250.03584,279.32384,324.84576,358.61064,411.58008,1,2,0.693147181
101,[CH2]C[C@@H](C=C)CC=C,237.732422,453.62928,178.82416,220.41312,255.14032,283.59152,327.69088,360.53528,412.37504,2,2,0
417,CC#C[C](C)C,236.525102,373.50568,116.7336,142.08864,166.27216,187.6524,222.33776,248.48776,289.1144,1,54,3.988984047
398,C=CC[CH]CCC=C,236.376806,473.87984,164.72408,204.1792,240.03608,270.53744,318.44424,353.9664,409.1952,1,1,0
121,[CH2]CC(=C)CCC=C,233.443822,459.23584,167.61104,208.07032,244.01088,274.2612,321.28936,356.0584,410.28304,1,2,0.693147181
161,[CH2]CCC(=C)CC=C,232.707438,458.148,172.3808,210.83176,245.64264,275.3072,321.83328,356.39312,410.4504,1,2,0.693147181
361,C=C[CH]/C=C/C=C,232.585554,360.32608,134.76664,173.09208,204.8068,229.82712,266.1024,291.33192,328.444,1,1,0
366,C=C[CH]/C=C\CCC=C,232.079186,452.95984,180.03752,226.39624,266.98104,300.36936,350.74472,386.8108,441.53752,1,1,0
9,[CH]=C(C)C,232.003242,306.01776,87.40376,106.14808,123.05144,137.69544,161.37688,179.4936,208.32136,1,9,2.197224577
357,C=C[C](C=C)/C=C\C,230.863786,405.34592,163.05048,201.62696,234.68056,261.96024,303.42368,333.2556,378.69384,1,6,1.791759469
328,C=[C]CC,229.873586,314.0092,84.3076,103.80504,121.50336,136.77496,161.16768,179.57728,208.65608,1,3,1.098612289
89,[CH2]C/C=C/C(=C)C,228.061158,405.47144,148.36464,185.47672,216.81488,242.08624,280.28616,308.23528,352.37648,1,6,1.791759469
278,C/[C]=C\C,223.68545,311.41512,82.46664,100.6252,118.11432,133.59512,158.69912,177.77816,207.7356,1,9,2.197224577
362,C=C[CH]/C=C/CCC=C,223.435042,457.60408,178.82416,222.88168,262.04392,294.84648,345.51472,382.54312,439.78024,1,1,0
178,[CH2]CCC/C=C\C=C,223.050766,445.63784,163.71992,209.53472,249.70112,282.33632,330.15944,363.54776,414.38336,1,2,0.693147181
402,C=CCC[C](C=C)C=C,222.150554,445.42864,188.02896,235.72656,275.60008,307.98424,356.8952,391.99896,444.92656,1,2,0.693147181
277,C/[C]=C/C,221.191786,312.5448,85.01888,102.34064,119.28584,134.43192,159.24304,178.19656,207.98664,1,9,2.197224577
182,[CH2]CCC/C=C\CC=C,220.291366,496.18056,188.15448,235.22448,277.35736,312.754,367.60624,407.89816,470.2816,1,2,0.693147181
356,C=C[C](C=C)/C=C/C,219.876602,411.11984,159.49408,199.07472,233.17432,261.33264,303.80024,334.00872,379.40512,1,6,1.791759469
195,[CH2]CCCC(C=C)C=C,218.985958,491.78736,198.99104,244.01088,283.92624,317.69112,370.53504,409.78096,471.1184,1,2,0.693147181
381,C=C[CH]CC=C,218.954734,366.26736,121.92176,150.12192,175.60248,197.15008,230.7476,255.55872,294.3444,1,1,0
192,[CH2]CCCC(=C)C=C,218.737062,450.6168,171.46032,215.81072,252.54624,282.33632,327.69088,361.03736,413.17,1,2,0.693147181
54,[CH2][C@H](C=C)CCCC=C,218.64287,495.21824,204.30472,249.5756,288.40312,320.99648,372.29232,410.70144,471.3276,2,2,0
172,[CH2]CCC/C=C/C=C,218.289374,446.93488,167.90392,212.00328,250.53792,281.95976,328.82056,362.3344,413.83944,1,2,0.693147181
380,C=C[CH]CC=C,217.147246,364.51008,120.12264,149.53616,175.60248,197.44296,231.166,255.93528,294.59544,1,1,0
68,[CH2]C(=C)CC=C,216.130534,360.78632,120.41552,151.37712,177.56896,199.07472,232.08648,256.43736,294.63728,1,2,0.693147181
434,CCC#C[C](C)C,216.113406,415.97328,137.6536,170.12144,200.16256,226.31256,268.15256,299.5744,348.35984,1,54,3.988984047
175,[CH2]CCC/C=C/CC=C,216.023686,504.7996,192.96608,237.40016,277.73392,312.1264,366.18368,406.39192,469.15192,1,2,0.693147181
109,[CH2]C[C@H](C=C)CCC=C,215.81867,485.42768,206.02016,252.79728,292.0432,324.34368,374.6772,412.41688,472.08072,2,2,0
148,[CH2]CC[C@H](C=C)CC=C,214.906558,482.87544,203.17504,251.2492,291.6248,324.76208,375.84872,413.71392,473.12672,2,2,0
399,C=CC[CH]CCCC=C,214.387742,507.18448,187.6524,233.4672,274.8888,310.0344,365.054,405.76432,468.98456,1,1,0
131,[CH2]CC/C=C(/C)C=C,210.933902,436.76776,166.1048,211.7104,250.6216,281.83424,328.0256,361.24656,412.91896,1,6,1.791759469
132,[CH2]CC/C=C(\C)C=C,209.56155,439.15264,165.268,210.07864,248.948,280.45352,327.43984,361.0792,413.08632,1,6,1.791759469
150,[CH2]CC=C,206.957818,319.8668,85.1444,104.85104,122.63304,137.73728,161.66976,179.66096,208.32136,1,2,0.693147181
208,[CH2]CCCCC(=C)C=C,198.178926,489.48616,197.23376,246.2284,287.73368,321.79144,374.13328,412.70976,472.91752,1,2,0.693147181
391,C=CC([CH2])=CC,197.796246,360.11688,116.27336,147.73704,174.64016,196.8572,230.87312,255.76792,294.46992,1,3,1.098612289
386,C=C[CH]CCC=C,195.869462,409.86464,139.87112,177.1924,209.78576,236.77256,278.0268,308.10976,354.67768,1,2,0.693147181
179,[CH2]CCC/C=C\C=C/C,195.375646,480.82528,184.13784,234.42952,279.44936,316.64512,372.41784,412.16584,472.792,1,6,1.791759469
69,[CH2]C(=C)CCC=C,194.651918,400.74352,144.38984,180.49776,211.87776,237.90224,278.11048,307.77504,354.13376,1,2,0.693147181
114,[CH2]C=C/C=C\C,194.545278,354.84504,118.57456,150.49848,179.78648,205.05784,243.9272,270.41192,305.26464,1,3,1.098612289
376,C=C[CH]C=C,194.216886,308.19344,95.47888,121.16864,143.13464,161.16768,188.4892,208.3632,239.1156,1,2,0.693147181
385,C=C[CH]CCC=C,194.174942,407.35424,144.80824,179.4936,210.4552,236.52152,277.10632,307.06376,353.88272,1,1,0
384,C=C[CH]CCC=C,194.095446,407.35424,144.80824,179.4936,210.4552,236.52152,277.10632,307.06376,353.88272,1,2,0.693147181
359,C=C[C](C=C)C=C(C)C,192.218218,433.50424,189.61888,235.39184,273.29888,304.13496,351.12128,385.38824,438.39952,1,18,2.890371758
180,[CH2]CCC/C=C\C=C\C,190.31719,487.77072,186.98296,237.14912,282.08528,319.2392,374.6772,413.83944,473.4196,1,6,1.791759469
373,C=C[CH]C/C=C\C,189.752454,400.57616,142.00496,175.64432,206.60592,233.0488,274.55408,305.26464,353.04592,1,3,1.098612289
168,[CH2]CCC/C=C(/C)C=C,189.267006,476.59944,189.57704,241.16576,285.43248,321.122,374.42616,412.83528,472.5828,1,6,1.791759469
169,[CH2]CCC/C=C(\C)C=C,188.400918,484.5072,189.03312,239.61768,283.84256,319.90864,373.96592,412.83528,472.83384,1,6,1.791759469
345,C=C[C](/C=C/C)/C=C/C,186.264386,447.39512,181.71112,225.7268,264.67984,297.44056,347.6904,383.79832,438.19032,1,18,2.890371758
392,C=CC/C=C/[CH]C,185.936646,404.76016,140.95896,174.43096,205.4344,232.0028,273.75912,304.67888,352.75304,1,3,1.098612289
173,[CH2]CCC/C=C/C=C/C,185.831942,484.75824,191.75272,240.20344,283.34048,319.07184,373.33832,412.50056,472.75016,1,6,1.791759469
372,C=C[CH]C/C=C/C,184.723286,402.71,145.72872,178.28024,208.40504,234.304,275.26536,305.72488,353.25512,1,3,1.098612289
400,C=CCC(=C)[CH]C,184.37183,405.0112,139.36904,175.64432,207.3172,233.84376,275.098,305.55752,353.04592,1,3,1.098612289
396,C=CC[CH]/C=C/C,184.137526,400.24144,143.05096,175.81168,206.39672,232.71408,274.2612,305.09728,353.04592,1,3,1.098612289
395,C=CC[CH]/C=C/C,184.09987,400.24144,143.05096,175.76984,206.35488,232.71408,274.2612,305.09728,353.04592,1,3,1.098612289
186,[CH2]CCC=C,183.784682,357.9412,107.65432,134.13904,157.61128,177.35976,208.32136,231.50072,268.06888,1,2,0.693147181
94,[CH2]C/C=C\C,180.040002,354.8032,105.72968,130.66632,153.63648,173.46864,205.18336,229.11584,266.81368,1,6,1.791759469
